-0.068491,-0.069738,-0.054272
-0.052200,-0.054580,-0.045828
-0.043933,-0.042851,-0.035943
-0.027441,-0.028449,-0.023668
-0.018700,-0.018382,-0.010698
0.000000,0.000000,0.000000
0.010250,0.013673,0.012617
0.025940,0.027297,0.026792
0.032541,0.038133,0.034105
0.047572,0.051903,0.046377
0.060364,0.063624,0.060972
0.072944,0.077529,0.076342
0.085745,0.087857,0.087167
0.099419,0.100935,0.101332
0.110217,0.111500,0.113722
0.119900,0.120610,0.127869
0.130882,0.136126,0.137580
0.141495,0.150443,0.151373
0.155429,0.165387,0.167392
0.165414,0.179028,0.182242
0.174724,0.193863,0.201929
0.190595,0.209324,0.216369
0.200649,0.227246,0.230858
0.211676,0.242127,0.246860
0.226383,0.256146,0.261708
0.239346,0.269943,0.281437
0.247363,0.286218,0.294430
0.264135,0.299559,0.311831
0.278728,0.313440,0.325140
0.292811,0.326363,0.340533
0.312136,0.345162,0.350232
0.327058,0.358475,0.367268
0.341958,0.376139,0.381720
0.361722,0.387262,0.398042
0.379286,0.403124,0.408901
0.396140,0.418560,0.418834
0.411047,0.431456,0.440097
0.427716,0.448080,0.452403
0.445201,0.463815,0.467288
0.462990,0.479833,0.481658
0.475290,0.495085,0.496799
0.491144,0.506314,0.510270
0.503084,0.523087,0.525403
0.514894,0.539442,0.538340
0.527159,0.553514,0.554751
0.542037,0.571889,0.573283
0.556666,0.587693,0.586223
0.570710,0.606324,0.603677
0.585770,0.624829,0.615481
0.600021,0.643318,0.633263
0.620014,0.664742,0.654893
0.636183,0.685143,0.666462
0.653357,0.709115,0.676631
0.672061,0.732682,0.698800
0.695194,0.743290,0.712990
0.715094,0.750822,0.726833
0.734462,0.759538,0.740177
0.748979,0.766058,0.755457
0.763200,0.771568,0.772670
0.778544,0.785185,0.787742
0.784850,0.794869,0.801436
0.797538,0.808839,0.809769
0.814315,0.822889,0.833369
0.823764,0.837356,0.845333
0.840416,0.854193,0.862365
0.852079,0.870008,0.881435
0.863991,0.883721,0.896451
0.879001,0.898312,0.908422
0.897237,0.912081,0.924754
0.909079,0.928680,0.939038
0.923820,0.943586,0.959840
0.934941,0.961551,0.972835
0.951834,0.979555,0.991558
0.961511,0.998040,1.001736
0.978756,1.014953,1.018079
0.995923,1.035346,1.034494
1.017075,1.049815,1.049909
1.028993,1.070303,1.063825
1.050932,1.092251,1.078817
1.068663,1.112264,1.094499
1.091887,1.128566,1.105010
1.109628,1.141075,1.115168
1.123552,1.162428,1.130058
1.140893,1.173845,1.145967
1.153034,1.188637,1.163084
1.156815,1.199804,1.171542
1.177407,1.209524,1.188473
1.190788,1.221073,1.199968
1.204218,1.233743,1.213717
1.218723,1.243981,1.223503
1.240142,1.257472,1.237017
1.254031,1.277663,1.250926
1.270282,1.292412,1.269775
1.279275,1.308930,1.281899
1.303233,1.325033,1.289790
1.315382,1.338877,1.299072
1.332124,1.354436,1.302367
1.347338,1.372982,1.324916
1.362677,1.390465,1.343194
1.376879,1.407816,1.350764
1.403332,1.420533,1.359306
1.419966,1.437092,1.369944
1.424833,1.451274,1.378819
1.435609,1.466460,1.404524
1.448064,1.481662,1.418207
1.458110,1.497210,1.427218
1.479942,1.506970,1.445744
1.492663,1.523947,1.456452
1.510085,1.539912,1.467259
1.528627,1.554478,1.495037
1.541775,1.568189,1.509074
1.558409,1.579134,1.516397
1.575728,1.601231,1.539119
1.586756,1.615374,1.558087
1.603904,1.623140,1.574220
1.624040,1.640783,1.597287
1.645201,1.657583,1.607135
1.666276,1.676974,1.634255
1.681009,1.696656,1.659696
1.708396,1.724567,1.674587
1.718154,1.732826,1.712608
1.744441,1.759839,1.742169
1.762975,1.784973,1.735202
1.784265,1.800679,1.793210
1.815653,1.823699,1.781988
1.848383,1.861233,1.860853
1.889088,1.907277,1.853215
1.945439,1.965449,1.947754
2.043902,2.031439,2.061307
2.162101,2.133353,2.066283
2.222228,2.283807,2.283444
2.222228,2.283807,2.283444
2.222228,2.283807,2.283444
